title,type,text
Nirav Modi Punjab bank fraud case: BJP comes under attack from opposition parties,timesofindia," The ruling BJP came under attack from opposition parties over the Punjab National Bank fraud case and was accused of abetting jewellery designer Nirav Modi's swindle and subsequent flight from the country. NEW DELHI: The ruling BJP came under attack from opposition parties over the fraud case and was accused of abetting jewellery designer 's swindle and subsequent flight from the country.   president took a jab at PM Modi with a tweet titled ""Guide to Looting India"", in which he alleged that Nirav Modi had wielded his influence with the PM to get away with the Rs 280 crore fraud.     ""Guide to Looting India by Nirav MODI 1. Hug PM Modi 2. Be seen with him in DAVOS Use that clout to: A. Steal 12,000Cr B. Slip out of the country like Mallya, while the Govt looks the other way,"" Rahul tweeted with the hastag ""From 1 Modi to Another"".         Party spokesperson Priyanka Chaturvedi had tweeted the image of the Prime Minister together with Nirav Modi at Davos earlier this year.         Taking to Twitter, Congress communications in-charge questioned whether it was the NDA government's norm to let embezzlers run away with the taxpayers' money.     ""Who is Nirav Modi? The new #ModiScam? Was he tipped off like Lalit Modi and to escape by someone within the government? Has it become the norm for letting people run away with public money? Who is responsible?,"" tweeted Surjewala.  Delhi CM and AAP chief alleged that the ruling party was complicit in Nirav Modi's escape, also citing the precedent of fugitive businessman Vijay Mallya.         On the other hand, former Congress leader Shehzad Poonawalla claimed that party president Rahul Gandhi had been present at a few events hosted by Modi in the past, which points to the latter's ""political links"".  ""#PNBScam began with fraudulent LoUs and transactions which began in 2011 - Just FYI : Rahul Gandhi was spotted at Nirav Modi events - did not know he had interest in bridal jewellery - 2013 Imperial Hotel event in Delhi.. SCAM began in 2011- should find out Nirav's political links (sic),"" Poonawalla tweeted.         The today conducted multiple searches in connection with a Rs 280 crore money laundering case against billionaire jewellery designer Nirav Modi and others following a complaint by Punjab National Bank.  The ED had filed a case under the Prevention of Money Laundering Act (PMLA) after going through a CBI FIR registered early this month.  Modi (46), who had figured in the Forbes' list of richest Indians, was booked by the CBI for cheating after PNB sent a complaint to it alleging that the jewellery firm owner, his brother, wife and Choksi entered into a criminal conspiracy with the officials of the bank and cheated it, causing a ""wrongful loss"".  The agency, they said, would probe if the allegedly defrauded bank funds were laundered and these proceeds of crime were subsequently used by the accused to create illegal assets and black money.  The CBI had booked Modi, his brother, wife and a business partner for allegedly cheating PNB of over Rs 280.70 crore in 2017.       Be the first one to review. We have sent you a verification email. To verify, just follow the link in the message LATEST VIDEOS"
,,
"Sunil Deodhar: Sunil Deodhar: The man who scripted BJP's Tripura victory | India News - Times of India
			",timesofindia," In an especially stunning performance in Tripura, the party dislodged the Left Front's 25-year rule in the state, easily crossing the half-way mark with over 40 seats in the 60-seat Assembly. MUMBAI: Prime Minister today said that the 's performance in the elections in Tripura, Nagaland and Meghalaya had helped it go to a party which has become synonymous with winning elections.  In an especially stunning performance in Tripura, the party dislodged the Left Front's 25-year rule in the state, easily crossing the half-way mark with over 40 seats in the 60-seat Assembly.  And the party could have one man to thank for the victory: 52-year-old Mumbaikar .  The former RSS man was appointed the BJP's state in-charge of Tripura in November 2014.  Speaking exclusively to Maharashtra Times Online from Agartala, Deodhar, who has been working in the northeast since 1991, shared that he focussed on building a formidable structure, up from the booth-level, spending atleast 15 days every month in Tripura.  He also credited his previous experience in the northeast, including the eight years he spent in Meghalaya as an RSS pracharak, as significant in today's victory.  When asked if he will become the next chief minister of Tripura, Deodhar categorically dismissed all speculation. In fact, he asserted that even if the party approaches him for the top position, he will turn it down.  He, however, did thank party president for putting his faith in him.  Deodhar accused the Communist Party of India (Marxist) (CPM) government led by Manik Sarkar in the state of having done nothing for the people of Tripura.  ""67 per cent of the people are still below poverty line. The people were frustrated but had no other alternative,"" he charged.  The , Deodhar asserts, was not an option, since it needs the help of the CPM at the Centre.  ""In this situation, PM Modi gave them hope with his people-centric policies.""  ""Manik Sarkar had a clean, non-corrupt image. We worked to exposed that image,"" Deodhar added.  The former RSS man shared that the top priorities of the new BJP government in Tripura would include the implementation of the 7th Pay Commission and the improvement of the state's law and order situation.  Deodhar previously managed PM Modi's Lok Sabha campaign in Varanasi in 2014 and also played a crucial role in the 2013 elections in Delhi.  He speaks fluent Bengali and even knows Kokborok, the local language of Tripura, which helped him connect with the locals.        Be the first one to review. We have sent you a verification email. To verify, just follow the link in the message LATEST VIDEOS"
,,
"Hafiz Saeed: Pakistan govt is taking extreme action against us to please India, US - Times of India",timesofindia," Under pressure to act against banned groups, Pakistan took control of a seminary and four dispensaries run by Saeed-linked Jamaat-ud-Dawa (JuD) and Falah-i-Insaniat Foundation (FIF). LAHORE: Mumbai attack mastermind has said he will challenge the government's ""illegal"" action in the court of law after Pakistan launched a crackdown on seminaries and health facilities run by him.   , Pakistan took control of a seminary and four dispensaries run by Saeed-linked (JuD) and (FIF).  ""After detaining me for 10 months without any legal ground, the government has now issued a notification regarding taking over our schools, dispensaries, ambulances and other assets. It will hamper our relief operations in Punjab, Balochistan, Sindh, Azad Kashmir and northern areas,"" Saeed said after the government's action.  According to the interior ministry notification, a copy of which available with PTI, ""the federal government is pleased to direct that requisite actions with regard to freezing and taking over of assets (movable, immovable and human resource) associated with JuD and FIF shall be taken in pursuance of Ordinance No II of 2018.""  The notification issuance date is February 10.  Punjab provincial law minister Rana Sanaullah has also said that on the interior ministry's directions, Hafiz Saeed and his charities have been banned to operate in Pakistan and the government have already started taking over all the facilities, offices, schools, dispensaries and seminaries that belong to the JuD and FIF.  In a message to his workers, Saeed appealed for calm and asked them not to give any violent reaction to the government action against their charities.  ""This is the most difficult time but the workers must remain peaceful. The rulers are acting like more loyal than a king. India never bothered to implement UN resolutions on Kashmir but our rulers have got passed the president ordinance to take action against patriotic organisations like JuD and FIF,"" he said.  Saeed said the Pakistani government is ""taking extreme action against us"" to please America and India.  ""We will fight our case in court against this illegal action,"" said Saeed, who heads the charity JuD, believed to be a front for (LeT) terror group.  Pakistan has come under intense pressure to rein in terror groups after US President Donald Trump accused the country of harbouring terrorists and suspended nearly $2 billion in security assistance to it.    Be the first one to review. We have sent you a verification email. To verify, just follow the link in the message LATEST VIDEOS"
,,
Modi made all states beggars: K Chandrasekhar Rao,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Chief Minister K. Chandrasekhar Rao accused Prime Minister Narendra Modi and the NDA government of turning states into beggars by arrogating all powers to itself. He also accused the Central government of juggling with the high tax devolution to states it takes credit for.  Speaking in the Legisla-tive Assembly on Tuesday, Mr Rao said, “On one hand, they claim to be giving 42 per cent highest tax devolution to states. On the other hand, they cut down funds Centrally Sponsored Schemes (CSS) drastically. So, the benefit of higher tax devolution does not reach the states as the states have to bear the additional expenditure on CSS.” He also came down heavily on the NDA government for burdening states with the Uday scheme. “They made tall claims of making power distribution companies in states debt-free under the Uday scheme. But that debt burden was passed on to the states. The Telangana government had to take over a `9,000 crore debt burden of the discoms under the Uday scheme,” he said. He said that the previous UPA regime had started model schools in all states, but the NDA government stopped the scheme all of a sudden. “Now the financial burden to maintain these schools and pay salaries to staff is borne by the states. In this way, one government at the Centre starts schemes and another government stops them abruptly. States are forced to face the consequences on account of such unilateral decisions,” he pointed out."
,,
K Chandrasekhar Rao picks nephew for Rajya Sabha candidate,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Telangana Rashtra Samithi chief and TS Chief Minister K. Chandrasekhar Rao announced the party’s candidates for three Rajya Sabha seats on Sunday. Polling will be held on March 23. As expected, the CM’s nephew and Telugu news channel managing director, Joginapally Santosh Kumar (old Karimnagar district), has been nominated. The other two candidates are the party’s Backward Class leaders, Badugula Lingaiah Yadav (old Nalgonda district) and Banda Prakash (old Warangal district).  Mr Santosh Kumar was earlier elevated to general secretary of the TRS. Going by the existing numbers in the Legislative Assembly, the TRS can easily win all the three seats. To win a Rajya Sabha seat, it requires the support of 30 MLAs. The Congress has only 12 MLAs in the 120-member state Assembly, and the TRS has 89 members. The MIM has seven members, the BJP has five MLAs, the TDP has two MLAs and the CPM has one MLA. However, with the main Opposition Congress deciding to field former Union minister Balaram Naik as a fourth candidate, the elections have taken an interesting turn. Mr Santosh, who has been working with the Chief Minister ever since the TRS was established in 2001, has maintained a low profile all these years. He came into the limelight only after he was made managing director of a Telugu news channel, owned by KCR’s family members, a few years ago, and made general secretary of the TRS. Mr Santosh has the backing of several TRS leaders and activists who requested Mr Rao to give him the Rajya Sabha seat. The TRS won 63 seats in the 2014 elections; its strength increased to 89 with the defection of MLAs from the TDP, Congress, BSP, YSRCP and CPI."
,,
Sonia Gandhi dinner creating buzz in politicians,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Telugu Desam (TD) and Telangana Rashtra Samiti (TRS) did not get any invitation till Saturday for the much hyped dinner to be hosted by former Congress president Sonia Gandhi. Another TD MP J.C. Diwakar Reddy said the same and added that if the Congress invites, also they will not attend the dinner.  Against the backdrop of the Third Front proposal from Telangana Chief Minister K. Chandrasekhar Rao and West Bengal Chief Minister Mamata Banerjee, Sonia Gandhi’s dinner is creating interest in political circles. A senior TRS leader said that if any party attends Sonia Gandhi’s dinner, it does not mean that the party will sail with the Congress. He said that the dinners are different and politics is different."
,,
Karnataka: Trial run for 2019?,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST With elections in Karnataka set for May 12, the two major parties, Congress and BJP, already in the thick of electioneering, will pull out all the stops for victory. Seen as a trial run for the bigger contest in 2019, preceded by polls in BJP-run Madhya Pradesh, Rajasthan and Chhattisgarh later this year, Karnataka could be a harbinger of which side the nation will embrace, as the BJP goes all out to secure a state it once proclaimed as its gateway to the South. Congress CM Siddaramaiah is seeking a record second term, a feat not achieved by any government since JD(U)’s Ramakrishna Hegde called snap polls and won in 1985. The shouting match between the Congress and the JD(S) father-son duo of H.D. Deve Gowda and H.D. Kumaraswamy underlines the Vokkaliga-backed third power centre’s ability to play game-changer. The parties’ internal surveys posit roughly similar forecasts; giving the Congress an edge in 100 of 224 Assembly seats, the BJP in about 70-90; and the JD(S) to take a beating and yet play kingmaker. This raises the possibility of the BJP and JD(S) revisiting their old alliance, which went awry as Mr Kumaraswamy reneged on it, giving the BJP’s B.S. Yeddyurappa the chance to ride to victory in 2008.  For the BJP, Siddaramaiah’s goodies for farmers and others, whom the BJP is avidly wooing, and the CM’s move to break the BJP’s Lingayat base with its ploy of a separate religion tag, could complicate the caste-class calculus. BJP chief Amit Shah’s faux pas in calling Mr Yeddyurappa one of the most corrupt notwithstanding, Karnataka’s propensity to vote against the national trend is a definite possibility, in a poll just 45 days away. "
,,
"Congress a notional party, says K T Rama Rao",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Information technology minister K.T. Rama Rao said in a press interaction on Thursday that attempts by Congress leader Sonia Gandhi to forge a Third Front by mobilising the support of all opposition parties will not materialise in the backdrop of the recent Uttar Pradesh byelection results, where the two main national parties, the Congress and BJP, were thrashed by the people. Instead, he pushed the claims of the Third Front mooted by his father and CM K. Chandrasekhar Rao. He said the people of the country are waiting for a new front but they do not believe BJP and Congress. The proposed front by K Chandrasekhar Rao will fill this gap. “If any attempts are made by anyone to forge a Third Front by involving BJP or Congress, they would meet the same fate as people are fed up with national parties, which failed miserably in the last 70 years. They want regional parties which are stronger to join hands and take the lead in forging the Third Front,” Mr Rama Rao said.  He also criticised Andhra Pradesh Chief Minister N Chandrababu Naidu for saying that Telangana state was granted based on ‘sentiment’ and not on scientific grounds. “Naidu should refrain from making such comments. We have no objection to Naidu fighting for special status for AP. But he should not belittle Telangana people or Telangana movement,” Mr Rao remarked."
,,
TD and TRS decide not to attend dinner hosted by Sonia Gandhi,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST The Telugu Desam (TD) and the Telangana Rashtra Samiti (TRS) did not get any invitation till Saturday for the much-hyped dinner to be hosted by former Congress president Sonia Gandhi. Sonia Gandhi has decided to host dinner to all Opposition parties on March 13 in Delhi. In fact, TD and TRS leaders were not expecting an invitation from the Congress to the dinner. The TD in Andhra Pradesh and TRS in Telangana are arch rivals of the Congress. Both have decided not to attend the dinner even if they receive an invitation.  TRS chief and Telangana state Chief Minister K. Chandrasekhar Rao is busy with the formation of the Third Front as alternative to the BJP and the Congress at the National-level. “I don’t think the Congress will extend an invitation to the TRS. We are also not expecting an invitation from the Congress,” TRS MP A.P. Jitendar Reddy said. Speaking to Deccan Chronicle, he said that if at all Congress invites them for the dinner, they will not attend. Meanwhile, TD MP C.M. Ramesh said that they did not receive any invitation from the Congress for the dinner."
,,
Political Gup-Shup: Of VIP culture & true followers of Mahatma,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Delivering the valedictory speech at the plenary session of the Congress last week, an impassioned party president Rahul Gandhi declared that his first task was to break the “two walls” in Indian politics — the wall between party workers and leaders, and the wall between the youth and political system. But these reassuring words meant little for the delegates, who travelled from across the country to participate in the two-day jamboree. The hard reality is that despite all the talk about ushering in change, the old system remains very much in place. Delegates pointed out that if Mr Gandhi was serious about breaking barriers, he would have begun by doing away with the separate enclosures for workers and leaders, which ensured there was little or no interaction between them at the session. Not only were the delegates and leaders seated in demarcated enclosures, they were also segregated into separate halls during meal times, which is normally an occasion for workers to mingle freely with leaders. Congress delegates said plenary sessions were originally meant to serve as an excellent occasion for workers to meet with their leaders, but the VIP culture, they said, had taken away the joy. As one member pointed out: “When there’s such a lack of communication within the party, how are we expected to communicate with the public?” Ever since it came to power four years ago, the BJP has made systematic attempts to appropriate the icons of the Congress. While Sardar Patel has been coopted as their leader, the BJP has also been working overtime to project itself as the inheritor of Mahatma Gandhi’s legacy. For instance, BJP president Amit Shah recently came up with a series of reasons to argue that their party is the true follower of the Mahatma. For one, he pointed out, like Gandhi, the BJP is not apologetic about being seen in the company of rich people. In this connection, Mr Shah pointed to Gandhi’s association with leading industrialists like the Birlas and Bajajs during the freedom struggle. Though there were no television news channels in those days, Mr Shah said Gandhi was extremely conscious of the role played by the media in propagating their viewpoint.  Mr Shah recalled that Gandhi even delayed the start of his famous Dandi March to await the arrival of a correspondent of a foreign news agency. The BJP president said Gandhi was very particular about optics and this, he said, was even reflected in the manner in which he posed for cameras. The BJP, he said, had imbibed these lessons well from Gandhi, which made their party his real followers. Ever since senior Congress leader Digvijay Singh’s Narmada yatra came in for appreciation from the people, a host of party leaders made it a point to join the senior leader on this parikrama. Last week, former Rajasthan chief minister and Congress general-secretary Ashok Gehlot put in an appearance at Mr Singh’s yatra. Mr Gehlot’s presence led to considerable speculation in about the reason for his trip. Currently a favourite of Congress president Rahul Gandhi, there was a buzz that Mr Gehlot may be carrying a message for Mr Singh from the party chief. It is speculated that Mr Gandhi may have sent  Mr Gehlot as his emissary to ferret out information about Mr Singh’s future plans. Though he has described his six-month yatra, as a “non-political” exercise, those who know Mr Singh are convinced that he planned to use this effort to connect politically with the people of his home state who had rejected him in 2003. The Assembly elections in Madhya Pradesh are due this year-end and there are signs that Mr Singh is not going to sit on the sidelines during these crucial polls. Mr Gandhi had better watch out, given Mr Singh’s penchant for creating trouble."
,,
"BJP demolishes Left Front in Tripura, Biplab Deb likely to be new CM",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST The Left Front’s 25-year-old rule in Tripura came to an end on Saturday with BJP and its alliance partner Indigenous People’s Front of Tripura (IPFT) sweeping the assembly polls by winning 43 seats and leaving CPI(M) at distant second with 16 seats only. It was a huge turnaround for BJP, which had no MLAs in the 60-member House and had got only around 1.7 per cent votes in the assembly elections in 2013.  The Congress, which over the years had played the second fiddle in the state and has been in power twice, has failed to open its account and its candidates forfeiting their security deposits on majority of the seats. Crediting the favourable results to the hard work of party workers of Tripura in the last three years, Assam education minister Himanta Biswa Sarma, who was one of the key architects of BJP’s victory in Northeastern states, said that merger of Trinamool Congress' Tripura unit with the BJP was the most significant factor which consolidated the opposition and anti-CPM votes across the state. Though, BJP had not declared any chief ministerial candidate, it is believed that Tripura BJP president Biplab Deb would succeed chief minister Manik Sarkar. Deb, a gym instructor-turned-politician, thanked the people of Tripura for their overwhelming support and credited Prime Minister Narendra Modi and BJP chief Amit Shah with the party's showing. ""I am ready to take the responsibility. I will not run away from taking any responsibility,"" he told reporters when asked if he would accept the task of chief ministership. However, the BJP leader reiterated that the BJP Parliamentary Board, which would meet in New Delhi in the evening, would take a final decision on the next chief minister of Tripura. ""I have already been given a bigger responsibility, the party’s state presidentship, which I have been fulfilling to the best of my ability,"" Deb said. Deb said the people of Tripura favourably responded to the BJP's call to root out the CPI(M) government, which has been ruling the  state for more than two decades. ""People responded favourably to our call call 'Chalo Paltai' (Let's Change),"" he said. Deb said that the next government's priority would be all-round development of Tripura and people voted for the BJP as there had been total backwardness in the state under the Manik Sarkar government. ""The word development does not exist in the dictionary of the CPI(M). Our government will provide good governance and time-bound implementation of all developmental works,"" Deb said. The BJP general secretary Ram Madhav said, “Our Parliamentary Board will meet in New Delhi and take a call on issue of selecting the chief minister.” It is significant that BJP contested Tripura elections on local issues and ignored its “Hindutava” plank in the campaign. This was more visible when party brought Maharaja Colonel Bir Bikram Kishore Manikya Debbarman Bahadur of the Manikya dynasty into focus. The last reigning monarch of the princely state before it merged with the Indian Republic in 1949, Bir Bikram is credited with planning the kingdom’s capital of Agartala, initiating land reforms, reserving vast tracts of land for Tripura’s tribal population, building Agartala’s first airport and setting up one of the country’s first municipalities and university. The BJP in-charge of Tripura Sunil Deodhar who played the key role in victory of the party, said, “Maharaja Bir Bikram was a vikas purush, an extraordinary man. He did so much for Tripura but has never received that kind of attention. We are trying to get him the Bharat Ratna. We are also trying to ensure that the Agartala airport is named after him.’’ The BJP strategists laid focus on non-development of the frontier state where unemployment and non-compliance of pay commission’s recommendation for state government employees became a major issue. In fact of the three states, Tripura was also the most keenly watched for being the last Left bastion in the country. The 69-year-old outgoing chief minister Manik Sarkar, has governed Tripura since 1998. A politburo member of CPI(M), he had been at the helm for the fourth consecutive time. Besides tapping into the youth, the BJP made aggressive best efforts to break the CPI(M)’s stranglehold in 20 seats reserved for tribals, which possibly turned the ride in its favour. The BJP led alliance has succeeded in winning all the 20 tribal reserved seats. The IPFT general secretary Mewat Jamatia has won from the Asharambari seat with a massive margin of 7,000 votes. It is significant that BJP had contested 50 seats in the last assembly polls in 2013 and its candidates forfeited their deposits on 49 seats. However, with just 1.87 per cent of votes, it failed to win any seat in the state. The CPI(M) had won 49 of the 55 seats it contested while the Congress managed to win 10 out of 48 seats it contested. Though, CPM was voted out of power, it succeeded in retaining 43 per cent vote share whereas BJP made significant jump in vote bank by securing 42.8 per cent votes from its dismal performance of 2013 in which it has got 1.5 per cent of votes. The BJP got the lead with vote share of its alliance partner IPFT, which polled 7.7 per cent votes The Left, after voted out of power in a statement, “The BJP has, apart from other factors, utilised massive deployment of money and other resources to influence the elections. The BJP was able to consolidate all the anti-Left votes, virtually appropriating the erstwhile main opposition party, the Congress.” The party’s polit bureau also thanked the 45 per cent people that supported the Left Front, and said it would take remedial measures after carefully examining the reasons for its loss."
,,
KCR’s Modi remark slip of tongue: K T Rama Rao,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST IT minister K.T. Rama Rao had to cobble together an excuse for his father and Chief Minister K. Chandrasekhar Rao’s implied criticism of Prime Minister Narendra Modi, which has created a storm in a teacup in BJP ranks.  He told a highly indignant defence minister Nirmala Sitharaman on Thursday that it was a ‘slip of the tongue’ by the CM who should not have put it quite like that. During a meeting in Karimnagar on February 26, the Chief Minister had not minced his words when criticising Mr Modi and referred to him as “that Prime Minister Modi gaadu” (fellow). State BJP leaders took umbrage at this and complained to Governor E.S.L. Narasimhan that such a term was “unsavoury” and “unparliamentary.” They even sent reports to central BJP leaders, including the Prime Minister himself, with a translation of the CM’s comments. The defence minister, who was in the city on Thursday evening, told the press that she had almost decided not to come when she came to know “about the comments made by one constitutional authority like Chief Minister against another constitutional authority like Prime Minister.”  Ms Sitharaman said that despite having ideological differences, one should not address the Prime Minister in such a manner. She said even if it is a slip of the tongue, the Chief Minister should have given an explanation. “I was invited to Hyderabad to attend a defence-related programme on Thursday. On Wednesday, I called IT minister K.T. Rama Rao who was in Nalgonda on tour and raised objection over the comments. I told him I am unable to understand whether I should come or not. It wouldn’t look good if I participate in the programme after the Prime Minister was belittled by the CM. “I came today and attended the function along with the minister and again I spoke to him about this. Then K.T. Rama Rao garu told me ‘it was just a slip of the tongue, my father will not speak in that way’. I participated because Make in India from Telangana will have a huge impact on the aerospace industry.” “We can give responses to ideological criticism if they have been said in appropriate manner,” she said.  “It is sad that a CM spoke like this. We felt very sad and even the co-untry should feel sad,” Ms Sitharaman said."
,,
N Chandrababu Naidu joins parties in call for no-trust move against Modi,deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Both the ruling and Opposition parties in Andhra Pradesh are talking about moving a no-confidence motion against the Narendra Modi Government to protest the raw deal Andhra Pradesh got in the Union Budget. The idea of the no-trust motion was first mooted by Jana Sena chief Pawan Kalyan who has no MPs. He said the TD and YSR Congress should both move the motion so that the Modi government will talk terms with Andhra Pradesh’s MPs.  The idea was picked up by Leader of the Opposition Y.S. Jagan Mohan Reddy who said that his party MPs will move a no-confidence motion and it is for Pawan Kalyan to enlist support for the motion including from the ruling TDP. Given the one-upmanship presently being displayed by the rival TDP and YSRCP, it is doubtful that they can unite in moving the no-trust motion in Parliament. On Monday, TD Chief and AP Chief Minister N. Chandrababu Naidu did mention the No Confidence Motion on two occasions. He first said that it would be of no use and later corrected his statement and said a no-trust move should be the last opportunity after exploring all other options. The fact of the matter is that unless the TD breaks  its alliance with the BJP-led NDA government at the centre first, it cannot move a no-trust motion. However, Pawan Kalyan on Monday evening again said it is his responsibility to muster support for the move and he will go to Delhi and talk to all other opposition parties in the Lok Sabha to garner support."
,,
"Manik Sarkar can take shelter in WB, Kerala or B'desh: BJP's Himanta Biswa",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST Outgoing Tripura chief minister Manik Sarkar can take shelter in West Bengal, Kerala or neighbouring Bangladesh as the BJP is going to form the next government in the state, Assam minister Himanta Biswa Sarma said on Saturday. “Manik Sarkar has just three options before him. He can go to West Bengal, where the CPI-M still has some presence. He can go to Kerala, where the party is in power and will rule for three more years or he can go to neighbouring Bangladesh,” Sarma told reporters in Agartala when asked about his comments on Sarkar during an election rally.  The BJP leader had kicked up a row by reportedly saying that the Tripura chief minister would be sent to Bangladesh after the assembly elections in the state. Sarma reportedly made the remark at an election rally in Dhanpur, Sarkar’s constituency, while criticising the state government over the alleged deteriorating law and order situation and cross-border crimes. The 69-year-old chief minister has governed Tripura since 1998. He is a politburo member of CPI-M and has been ruling the state for the fourth consecutive time. Elections in 59 seats, out of the 60-member Tripura assembly, were held on February 18. Election in one seat was countermanded due to the death of the CPI-M candidate. The BJP and its ally Indigenous People’s Front of Tripura (IPFT) were leading in 41 out of the 59 constituencies whose trends were available, according to Election Commission sources in Agartala on Saturday."
,,
"Movements, agitations strengthen democracy",deccan," Wednesday, Mar 28, 2018 | Last Update : 09:30 AM IST As Anna Hazare’s fast entered its fourth day (at the time of writing this article), the dwindling crowd of not more than 1,500-2,000 at Delhi’s Ramlila Maidan was a pale reflection of the previous “anti-corruption” movement he had led in 2011. This time, his demands aren’t just implementation of the Lokpal and Lokayukta Act 2013, but also includes farmers’ distress and electoral reforms.  Going by newspaper reports, he is already showing signs of relenting when Maharashtra minister Girish Mahajan paid him a visit and showed him a video of Union finance minister Arun Jaitley’s speech saying the Centre was making efforts to end the agrarian crisis. Anna reportedly seemed convinced, only demanding that the Centre give its assurance in writing. The reports did not say anything either about appointing a Lokpal or about the use of ballot papers as Mr Hazare had demanded. It’s a far cry from 2011 when even after several rounds of meetings with senior UPA Cabinet ministers Anna was not easily convinced that for enacting legislation, the opinion of legitimately-elected representatives of the people through an electoral process could not be ignored and sacrificed at the altar of “popular” demands as advocated by him and his former colleagues pushing for acceptance of their version of the Jan Lokpal Bill. But perhaps the most significant fallout of the 2011 movement was not the enactment of the Lokpal and Lokayukta Act, but the emergence of a new political party from a self-proclaimed non-political movement, and the subsequent absorption of many of the faces of the movement into the current ruling party, the BJP. Some of the leaders of the movement who made fun of politicians and political parties went on to become state chief ministers, Central ministers or in one case a lieutenant-governor appointed by the current government. In order to ensure that his protest was not used as a platform to launch political careers, Anna had asked the participants in the current protest to sign affidavits stating that they would not join political parties or contest elections. At the same Ramlila Maidan where Anna is holding his agitation now, a highly revered personality of his time, Jayaprakash Narayan, gave a thunderous call for “Total Revolution” in 1975, asking the police and the military to disobey the government led by Mrs Indira Gandhi. What followed is too well known to bear repetition here. Though JP was beyond any party politics by then, his political experience, suaveness and revered personality kept him at the centre of the anti-Indira agitation. In 1977, when the Emergency was withdrawn and elections declared, the Janata Dal was formed under his guidance and went on to defeat the Congress and to form the first non-Congress government at the Centre. The current crop of Bihar leaders like Lalu Prasad Yadav, Sharad Yadav and Nitish Kumar were all associated as student leaders in JP’s movement.  Unlike JP, Anna was not political, and perhaps unwittingly allowed his platform to be used for the furthering of political ambitions by people who led the movement. There is no doubt that he benefited from the leadership and organisational skills of Arvind Kejriwal and others who turned the agitation into a massive public spectacle attended and supported by celebrities, the general public and reportedly by the RSS as well. The “India Against Corruption” agitation in 2011 found huge support from the urban middle class, who had increasingly wanted to have a share of the political pie, and was making its presence felt through the politics of activism. The educated urban population could find resonance with the anti-corruption cause; and their desire to have a voice in contemporary politics reflected in the massive electoral success of newly-formed Aam Aadmi Party in 2013, followed by even a greater victory in the 2015 Delhi Assembly polls. But Mr Kejriwal’s subsequent defeats in elections held outside Delhi showed that rants of anti-corruption and mere rhetoric of “alternative politics” are perhaps not sufficient to win elections. Agitational politics had always been a legitimate way to protest against government policies or their absence. The past year saw thousands of farmers and farm labourers agitate across India protesting against the Narendra Modi government’s indifference to farmers’ plight. Faced with increasing production costs, droughts and falling incomes, the farmers are demanding debt relief, better prices and effective insurance schemes against crop failures. Though Anna’s taking up farmers’ causes did not have much impact in Delhi, various peasant organisations across the country are continuing with their protests against the insensitive Central government. People’s movements are nothing new in India. Besides numerous political agitations, there have been social movements centered on various causes that attracted public participation in large numbers, forcing governments to change, amend and retract decisions in favour of the movement.  In the 1970s, a proposed hydroelectric project that would have destroyed a large area of pristine forest in the now famous Silent Valley in Kerala’s Palakkad district was shelved after an effective and sustained people’s movement and protests by local NGOs. The Chipko movement was another popular movement to save trees, again in the 1970s, led by Sunderlal Bahuguna. Women were major participants and the driving force in the movement, educating people about the perilous effects of deforestation. The horrific Nirbhaya rape in New Delhi in December 2012, that shook the collective conscience of the nation and brought issues like violence and crimes against women into the forefront of public discourse, had led to huge and spontaneous protests by students, activists and ordinary citizens. As a result of such mass protests, the government set up the Justice Verma Committee and as per its recommendations amended the Criminal Law (Amendment) Act 2013. The politics of activism, the involvement of civil society and the participation of citizens in movements influencing, or attempting to influence, government policies are healthy elements of democracy. Through agitation or peaceful demonstrations, planned or spontaneous movements; the participation of pressure groups, concerned citizens, social activists and NGOs through the politics of confrontation and consultation can only make our democratic institutions stronger and more vibrant."
,,
